Timestamp	이름 (또는 닉네임)	이 책에서 가장 중요하다고 생각하는 키워드 3개	이 책의 핵심 메시지를 한 문장으로 요약한다면?	이 책을 읽고 나만의 관점에서 얻은 인사이트는?	이 책과 연결되는 다른 개념이나 키워드가 있다면?	이 책이 당신의 기존 생각에 미친 영향은?	나와 비슷한 관점을 가질 것 같은 참여자가 있다면?
Fri Jan 05 2024 14:00:00 GMT+0900 (Korean Standard Time)	양준서	복잡적응시스템, 자기조직화, 창발	복잡한 시스템의 창발적 질서	개별 습관들이 모여 예상치 못한 시너지 창출	복잡계	기존 생각을 부분적으로 수정했다	권민서
Fri Jan 05 2024 14:15:00 GMT+0900 (Korean Standard Time)	권민서	자기실현욕구, 매슬로우피라미드, 성장동기	인간의 최고 욕구인 자기실현	생존을 넘어 자아실현을 위한 습관으로 동기부여	인본주의심리학	기존 생각을 확인강화시켰다	마준혁
Fri Jan 05 2024 14:30:00 GMT+0900 (Korean Standard Time)	마준혁	애자일코칭, 지속적피드백, 적응	코치와 함께 지속적으로 개선	혼자 하지 말고 전문 코치의 도움으로 체계적 관리	코칭	기존 생각을 크게 확장시켰다	진서윤
Fri Jan 05 2024 14:45:00 GMT+0900 (Korean Standard Time)	진서윤	긍정심리학, 행복과학, 웰빙	과학적으로 검증된 행복 요소	행복 연구 결과를 바탕으로 웰빙 높이는 습관	행복과학	완전히 새로운 관점을 제시했다	방시원
Fri Jan 05 2024 15:00:00 GMT+0900 (Korean Standard Time)	방시원	정보관리학, 지식체계, 분류법	정보를 체계적으로 분류하고 관리	듀이십진분류법처럼 습관도 체계적으로 분류	정보학	기존 생각을 부분적으로 수정했다	공지안
Fri Jan 05 2024 15:15:00 GMT+0900 (Korean Standard Time)	공지안	마케팅전략, 브랜드포지셔닝, 차별화	자신을 하나의 브랜드로 마케팅	시장에서 브랜드가 포지셔닝하듯 나만의 독특함	마케팅	기존 생각을 확인강화시켰다	노건우
Fri Jan 05 2024 15:30:00 GMT+0900 (Korean Standard Time)	노건우	스포츠심리학, 멘털트레이닝, 집중력	운동선수의 멘털 관리법 적용	올림픽 선수들의 정신력 훈련법을 일상에 적용	스포츠심리	기존 생각을 크게 확장시켰다	도채원
Fri Jan 05 2024 15:45:00 GMT+0900 (Korean Standard Time)	도채원	제로웨이스트, 순환, 재사용	쓰레기 없는 삶의 철학	물질적 소비를 줄이고 정신적 풍요로움 추구	제로웨이스트	완전히 새로운 관점을 제시했다	라현준
Fri Jan 05 2024 16:00:00 GMT+0900 (Korean Standard Time)	라현준	소셜네트워크분석, 영향력측정, 연결	네트워크에서의 영향력 분석	내 주변 네트워크에서 누가 나에게 긍정적 영향을 주는지	네트워크분석	기존 생각을 부분적으로 수정했다	모아린
Fri Jan 05 2024 16:15:00 GMT+0900 (Korean Standard Time)	모아린	종교학, 영성체험, 초월	종교적 수행의 지혜 활용	종교의 수행법에서 영감을 얻어 습관을 영적 실천으로	종교학	기존 생각을 확인강화시켰다	배준우
Fri Jan 05 2024 16:30:00 GMT+0900 (Korean Standard Time)	배준우	실증주의철학, 논리실증주의, 검증	논리와 실증으로만 판단하기	주관적 느낌보다는 객관적 증거와 논리로 판단	논리실증주의	기존 생각을 크게 확장시켰다	서지민
Fri Jan 05 2024 16:45:00 GMT+0900 (Korean Standard Time)	서지민	집단심리학, 동조현상, 사회적영향	집단의 심리적 역학 활용	긍정적인 집단에 속해서 좋은 영향을 받기	집단심리	완전히 새로운 관점을 제시했다	염시후
Fri Jan 05 2024 17:00:00 GMT+0900 (Korean Standard Time)	염시후	모험교육, 야외활동, 도전학습	자연에서 배우는 도전 정신	등산이나 캠핑으로 도전 정신과 회복탄력성 기르기	모험교육	기존 생각을 부분적으로 수정했다	유채은
Fri Jan 05 2024 17:15:00 GMT+0900 (Korean Standard Time)	유채은	대안의학, 자연치유, 전인치료	자연의 치유력 활용하기	약물보다는 자연스러운 방법으로 몸과 마음 치유	자연치유	기존 생각을 확인강화시켰다	이건희
Fri Jan 05 2024 17:30:00 GMT+0900 (Korean Standard Time)	이건희	교육공학, 학습설계, 효과성	교육 과정 설계하듯 습관 설계	학습목표-내용-방법-평가의 체계적 설계	교육학	기존 생각을 크게 확장시켰다	임나은
Fri Jan 05 2024 17:45:00 GMT+0900 (Korean Standard Time)	임나은	직관심리학, 감정지능, 내적지혜	논리보다는 직관과 감정의 지혜	복잡한 분석보다는 직관적 느낌을 신뢰하기	직관심리	완전히 새로운 관점을 제시했다	장준영
Fri Jan 05 2024 18:00:00 GMT+0900 (Korean Standard Time)	장준영	협업도구, 팀워크, 시너지	혼자가 아닌 팀으로 성과 창출	개인의 한계를 넘어 팀워크로 더 큰 성과	협업	기존 생각을 부분적으로 수정했다	정서진
Fri Jan 05 2024 18:15:00 GMT+0900 (Korean Standard Time)	정서진	디지털시민의식, 온라인윤리, 책임	디지털 세상에서의 올바른 태도	온라인에서도 오프라인과 같은 윤리 의식	디지털시민	기존 생각을 확인강화시켰다	조민준
Fri Jan 05 2024 18:30:00 GMT+0900 (Korean Standard Time)	조민준	최적경험이론, 도전과기술균형, 몰입조건	도전과 기술의 완벽한 균형	너무 쉽지도 어렵지도 않은 적절한 도전 수준	최적경험	기존 생각을 크게 확장시켰다	최하은
Fri Jan 05 2024 18:45:00 GMT+0900 (Korean Standard Time)	최하은	현장연구, 참여관찰, 생생한학습	교실이 아닌 현실에서 배우기	이론 공부보다는 실제 실행하며 체험적 학습	현장학습	완전히 새로운 관점을 제시했다	김민준
Sat Jan 06 2024 09:00:00 GMT+0900 (Korean Standard Time)	김민준	색채심리학, 감정과색상, 환경조성	색깔이 감정과 행동에 미치는 영향	초록색은 집중력을, 파란색은 평온함을 주는 원리 활용	색채치료	기존 생각을 부분적으로 수정했다	이서연
Sat Jan 06 2024 09:15:00 GMT+0900 (Korean Standard Time)	이서연	실존분석, 의미치료, 삶의목적	삶의 의미를 찾는 것이 최우선	왜 사는가에 대한 답이 있어야 어떤 습관이든 지속	의미치료	기존 생각을 확인강화시켰다	박지호
Sat Jan 06 2024 09:30:00 GMT+0900 (Korean Standard Time)	박지호	린생산, 낭비제거, 효율성극대화	도요타 생산방식을 개인에 적용	필요 없는 과정을 제거하고 핵심만 남기기	린방법론	기존 생각을 크게 확장시켰다	최유진
Sat Jan 06 2024 09:45:00 GMT+0900 (Korean Standard Time)	최유진	수학적모델링, 함수적사고, 변수관계	수학적 사고로 습관 분석하기	습관을 함수로 보고 변수들 간의 관계 파악	수학적사고	완전히 새로운 관점을 제시했다	정도현
Sat Jan 06 2024 10:00:00 GMT+0900 (Korean Standard Time)	정도현	빅데이터분석, 패턴마이닝, 예측모델	대용량 데이터에서 의미있는 패턴 발견	수년간의 개인 데이터에서 성공 패턴 도출	빅데이터	기존 생각을 부분적으로 수정했다	한예슬
Sat Jan 06 2024 10:15:00 GMT+0900 (Korean Standard Time)	한예슬	로보틱스, 자동화, 정밀성	로봇의 정확성과 일관성 벤치마킹	감정 기복 없이 로봇처럼 정확하고 일관된 실행	로봇공학	기존 생각을 확인강화시켰다	강태민
Sat Jan 06 2024 10:30:00 GMT+0900 (Korean Standard Time)	강태민	신경가소성, 뇌훈련, 시냅스강화	뇌가 변화하는 원리를 습관에 적용	반복 훈련으로 뇌의 신경 연결을 물리적으로 강화	뇌과학	기존 생각을 크게 확장시켰다	송하린
Sat Jan 06 2024 10:45:00 GMT+0900 (Korean Standard Time)	송하린	게임화전략, 진행상황시각화, 성취감	게임의 재미 요소를 현실에 적용	레벨업, 업적 달성, 리더보드로 동기부여	게임화	완전히 새로운 관점을 제시했다	임재윤
Sat Jan 06 2024 11:00:00 GMT+0900 (Korean Standard Time)	임재윤	사용자인터페이스, 직관적설계, 편의성	사용하기 쉬운 인터페이스 설계	복잡하지 않고 직관적으로 쉬운 습관 환경	UI/UX	기존 생각을 부분적으로 수정했다	오수빈
Sat Jan 06 2024 11:15:00 GMT+0900 (Korean Standard Time)	오수빈	소셜임팩트, 사회적가치, 긍정적영향	개인의 변화가 사회에 미치는 영향	내 작은 변화가 주변 사람들에게 선한 영향력	사회적가치	기존 생각을 확인강화시켰다	장서준
Sat Jan 06 2024 11:30:00 GMT+0900 (Korean Standard Time)	장서준	정신분석, 무의식, 억압된욕구	무의식의 동기 탐구하기	겉으로 드러난 이유 말고 깊은 무의식적 동기 파악	정신분석	기존 생각을 크게 확장시켰다	윤지우
Sat Jan 06 2024 11:45:00 GMT+0900 (Korean Standard Time)	윤지우	창조경제, 아이디어가치, 혁신	창의적 아이디어로 가치 창출	기존에 없던 새로운 방식의 습관 창조	창조경제	완전히 새로운 관점을 제시했다	조예준
Sat Jan 06 2024 12:00:00 GMT+0900 (Korean Standard Time)	조예준	도시계획, 생활편의성, 인프라	도시 설계하듯 생활 환경 설계	대중교통처럼 편리한 습관 인프라 구축	도시계획	기존 생각을 부분적으로 수정했다	신서현
Sat Jan 06 2024 12:15:00 GMT+0900 (Korean Standard Time)	신서현	동양철학, 음양오행, 자연법칙	동양 사상의 균형과 조화	음양의 균형처럼 활동과 휴식의 조화	동양철학	기존 생각을 확인강화시켰다	홍도윤
Sat Jan 06 2024 12:30:00 GMT+0900 (Korean Standard Time)	홍도윤	비즈니스모델, 수익구조, 지속가능성	사업 모델처럼 습관 모델 설계	투입 대비 산출이 명확한 지속가능한 모델	비즈니스모델	기존 생각을 크게 확장시켰다	백주은
Sat Jan 06 2024 12:45:00 GMT+0900 (Korean Standard Time)	백주은	일주기리듬, 멜라토닌, 코르티솔	호르몬 분비 리듬에 맞춘 생활	생체시계 호르몬 변화에 맞춰 습관 타이밍 조절	생체리듬	완전히 새로운 관점을 제시했다	남시우
Sat Jan 06 2024 13:00:00 GMT+0900 (Korean Standard Time)	남시우	마이크로서비스, 모듈화, 독립성	큰 시스템을 작은 서비스로 분해	복잡한 습관을 독립적인 작은 모듈로 분해	마이크로서비스	기존 생각을 부분적으로 수정했다	류예은
Sat Jan 06 2024 13:15:00 GMT+0900 (Korean Standard Time)	류예은	발달심리학, 단계적성장, 자연스런발달	인간 발달 단계에 맞는 접근	아이가 성장하듯 자연스럽고 단계적인 발달	발달심리	기존 생각을 확인강화시켰다	문지훈
Sat Jan 06 2024 13:30:00 GMT+0900 (Korean Standard Time)	문지훈	파괴적혁신이론, 기존질서파괴, 새로운표준	기존 방식을 완전히 바꾸는 혁신	기존 습관 방법론을 완전히 뒤엎는 혁신적 접근	파괴적혁신	기존 생각을 크게 확장시켰다	고은우
Sat Jan 06 2024 13:45:00 GMT+0900 (Korean Standard Time)	고은우	인도주의, 자비, 연민	모든 존재에 대한 자비로운 마음	자신과 타인에게 자비롭고 따뜻한 마음으로	자비심	완전히 새로운 관점을 제시했다	양준서
Sat Jan 06 2024 14:00:00 GMT+0900 (Korean Standard Time)	양준서	카오스이론, 나비효과, 민감한의존성	작은 변화가 큰 변화를 만드는 원리	내 작은 습관 변화가 인생 전체를 바꿀 수 있다	카오스이론	기존 생각을 부분적으로 수정했다	권민서
Sat Jan 06 2024 14:15:00 GMT+0900 (Korean Standard Time)	권민서	포지티브디스럽션, 긍정적파괴, 혁신	기존 한계를 긍정적으로 파괴	제약이라고 생각했던 것들을 창의적으로 극복	긍정적파괴	기존 생각을 확인강화시켰다	마준혁
Sat Jan 06 2024 14:30:00 GMT+0900 (Korean Standard Time)	마준혁	스크럼방법론, 스프린트, 데일리체크	스크럼으로 습관 프로젝트 관리	2주 스프린트로 습관을 반복 개선	스크럼	기존 생각을 크게 확장시켰다	진서윤
Sat Jan 06 2024 14:45:00 GMT+0900 (Korean Standard Time)	진서윤	감사인지치료, 긍정성강화, 관점전환	감사하는 마음이 뇌를 바꾼다	작은 변화에도 감사하며 긍정적 뇌 회로 강화	감사치료	완전히 새로운 관점을 제시했다	방시원
Sat Jan 06 2024 15:00:00 GMT+0900 (Korean Standard Time)	방시원	시맨틱웹, 의미네트워크, 연결관계	의미와 관계를 중심으로 한 정보 구조	습관들 사이의 의미적 연결과 관계 파악	시맨틱웹	기존 생각을 부분적으로 수정했다	공지안
Sat Jan 06 2024 15:15:00 GMT+0900 (Korean Standard Time)	공지안	스토리브랜딩, 감정연결, 공감대	브랜드 스토리로 감정적 연결	내 습관에 감동적인 스토리를 입혀서 의미 부여	스토리브랜딩	기존 생각을 확인강화시켰다	노건우
Sat Jan 06 2024 15:30:00 GMT+0900 (Korean Standard Time)	노건우	기능성움직임, 실생활연결, 실용성	일상생활에 도움되는 실용적 움직임	헬스장 운동보다 실생활에 바로 도움되는 활동	기능성운동	기존 생각을 크게 확장시켰다	도채원
Sat Jan 06 2024 15:45:00 GMT+0900 (Korean Standard Time)	도채원	단순함의					
